FOODON:00002277	CHEBI:145558
FOODON:03315106	CHEBI:145558
FOODON:00003410	CHEBI:133859
FOODON:00003546	CHEBI:133859
FOODON:03301577	CHEBI:133859
FOODON:00002277	CHEBI:27594
FOODON:00002473	CHEBI:16261
FOODON:00002277	CHEBI:38590
FOODON:00002473	CHEBI:38590
FOODON:00002473	CHEBI:39347
FOODON:03302045	CHEBI:47319
FOODON:00003546	CHEBI:47319
FOODON:03301577	CHEBI:47319
FOODON:03302045	CHEBI:3760
FOODON:00002473	CHEBI:3760
FOODON:00002473	CHEBI:148439
FOODON:00003546	CHEBI:149441
FOODON:03301577	CHEBI:149441
FOODON:03301577	CHEBI:38658
FOODON:03301577	CHEBI:82856
FOODON:03301724	CHEBI:38593
FOODON:00002473	CHEBI:38593
FOODON:03315106	CHEBI:38593
FOODON:00002473	CHEBI:82010
FOODON:00003546	CHEBI:131597
FOODON:00002473	CHEBI:82008
FOODON:03301577	CHEBI:83277
FOODON:00002473	CHEBI:83277
FOODON:00002473	CHEBI:81925
FOODON:00002473	CHEBI:38451
FOODON:03315106	CHEBI:147366
FOODON:00003546	CHEBI:27407
FOODON:00002473	CHEBI:81772
FOODON:00003546	CHEBI:31832
FOODON:03301724	CHEBI:81786
FOODON:00002473	CHEBI:73162
FOODON:03302045	CHEBI:81776
FOODON:00002277	CHEBI:81776
FOODON:03301724	CHEBI:81776
FOODON:00002277S	CHEBI:81776
FOODON:00002473	CHEBI:81776
FOODON:03302045	CHEBI:38067
FOODON:00003546	CHEBI:87569
FOODON:03301577	CHEBI:87569
FOODON:03301577	CHEBI:83346
FOODON:03301123	CHEBI:83346
FOODON:00002473	CHEBI:81973
FOODON:00002277	CHEBI:63005
FOODON:03302045	CHEBI:83629
FOODON:00002473	CHEBI:81977
FOODON:00002277	CHEBI:81980
FOODON:03301724	CHEBI:179482
FOODON:00002473	CHEBI:179482
FOODON:03301724	CHEBI:179482
FOODON:00002473	CHEBI:179482
