id,text
FOODON:00003406,CHEBI:60607
FOODON:00003406,CHEBI:6651
FOODON:00003406,CHEBI:67113
FOODON:00003406,CHEBI:6835
FOODON:00003406,CHEBI:6902
FOODON:00003406,CHEBI:6902
FOODON:00003406,CHEBI:70721
FOODON:00003406,CHEBI:73178
FOODON:00003406,CHEBI:78780
FOODON:00003406,CHEBI:81737
FOODON:00003406,CHEBI:81760
FOODON:00003406,CHEBI:81763
FOODON:00003406,CHEBI:81764
FOODON:00003406,CHEBI:81777
FOODON:00003406,CHEBI:81781
FOODON:00003406,CHEBI:81784
FOODON:00003406,CHEBI:81815
FOODON:00003406,CHEBI:81822
FOODON:00003406,CHEBI:81833
FOODON:00003406,CHEBI:81841
FOODON:00003406,CHEBI:81848
FOODON:00003406,CHEBI:81899
FOODON:00003406,CHEBI:81907
FOODON:00003406,CHEBI:81975
FOODON:00003406,CHEBI:81988
FOODON:00003406,CHEBI:82025
FOODON:00003406,CHEBI:82029
FOODON:00003406,CHEBI:82041
FOODON:00003406,CHEBI:83070
FOODON:00003406,CHEBI:83258
FOODON:00003406,CHEBI:83398
FOODON:00003406,CHEBI:83569
FOODON:00003406,CHEBI:9339
FOODON:00003408,CHEBI:132964
FOODON:00003408,CHEBI:134069
FOODON:00003408,CHEBI:16240
FOODON:00003408,CHEBI:26276
FOODON:00003408,CHEBI:26833
FOODON:00003408,CHEBI:28909
FOODON:00003408,CHEBI:28973
FOODON:00003408,CHEBI:3093
FOODON:00003408,CHEBI:32687
FOODON:00003408,CHEBI:3390
FOODON:00003408,CHEBI:3416
FOODON:00003408,CHEBI:34682
FOODON:00003408,CHEBI:34846
FOODON:00003408,CHEBI:34911
FOODON:00003408,CHEBI:35027
FOODON:00003408,CHEBI:3639
FOODON:00003408,CHEBI:38449
FOODON:00003408,CHEBI:38539
FOODON:00003408,CHEBI:39098
FOODON:00003408,CHEBI:39185
FOODON:00003408,CHEBI:39211
FOODON:00003408,CHEBI:39291
FOODON:00003408,CHEBI:39314
FOODON:00003408,CHEBI:39325
FOODON:00003408,CHEBI:39334
FOODON:00003408,CHEBI:39346
FOODON:00003408,CHEBI:4034
FOODON:00003408,CHEBI:4045
FOODON:00003408,CHEBI:40909
FOODON:00003408,CHEBI:42530
FOODON:00003408,CHEBI:4738
FOODON:00003408,CHEBI:5135
FOODON:00003408,CHEBI:5870
FOODON:00003408,CHEBI:60607
FOODON:00003408,CHEBI:6482
FOODON:00003408,CHEBI:6651
FOODON:00003408,CHEBI:67113
FOODON:00003408,CHEBI:6835
FOODON:00003408,CHEBI:6902
FOODON:00003408,CHEBI:70721
FOODON:00003408,CHEBI:78780
FOODON:00003408,CHEBI:81737
FOODON:00003408,CHEBI:81763
FOODON:00003408,CHEBI:81764
FOODON:00003408,CHEBI:81777
FOODON:00003408,CHEBI:81815
FOODON:00003408,CHEBI:81822
FOODON:00003408,CHEBI:81841
FOODON:00003408,CHEBI:81884
FOODON:00003408,CHEBI:81896
FOODON:00003408,CHEBI:81899
FOODON:00003408,CHEBI:81907
FOODON:00003408,CHEBI:81988
FOODON:00003408,CHEBI:83258
FOODON:00003408,CHEBI:83569
FOODON:00003408,CHEBI:8489
FOODON:00003410,CHEBI:132300
FOODON:00003410,CHEBI:133997
FOODON:00003410,CHEBI:16240
FOODON:00003410,CHEBI:28909
FOODON:00003410,CHEBI:30260
FOODON:00003410,CHEBI:3093
FOODON:00003410,CHEBI:3390
FOODON:00003410,CHEBI:3416
FOODON:00003410,CHEBI:34520
FOODON:00003410,CHEBI:34631
FOODON:00003410,CHEBI:34714
FOODON:00003410,CHEBI:34911
FOODON:00003410,CHEBI:34936
FOODON:00003410,CHEBI:35027
FOODON:00003410,CHEBI:3639
FOODON:00003410,CHEBI:38449
FOODON:00003410,CHEBI:38473  
FOODON:00003410,CHEBI:38630
FOODON:00003410,CHEBI:38640
FOODON:00003410,CHEBI:38729
FOODON:00003410,CHEBI:38735
FOODON:00003410,CHEBI:38798
FOODON:00003410,CHEBI:39098
FOODON:00003410,CHEBI:39163
FOODON:00003410,CHEBI:39178
FOODON:00003410,CHEBI:39183
FOODON:00003410,CHEBI:39185
FOODON:00003410,CHEBI:39211
FOODON:00003410,CHEBI:39233
FOODON:00003410,CHEBI:39291
FOODON:00003410,CHEBI:39311
FOODON:00003410,CHEBI:39314
FOODON:00003410,CHEBI:39325
FOODON:00003410,CHEBI:39334
FOODON:00003410,CHEBI:39346
FOODON:00003410,CHEBI:39381
FOODON:00003410,CHEBI:39385
FOODON:00003410,CHEBI:4034
FOODON:00003410,CHEBI:40909
FOODON:00003410,CHEBI:42530
FOODON:00003410,CHEBI:5870
FOODON:00003410,CHEBI:60607
FOODON:00003410,CHEBI:6651
FOODON:00003410,CHEBI:67113
FOODON:00003410,CHEBI:6835
FOODON:00003410,CHEBI:70721
FOODON:00003410,CHEBI:73178
FOODON:00003410,CHEBI:78780
FOODON:00003410,CHEBI:81777
FOODON:00003410,CHEBI:81815
FOODON:00003410,CHEBI:81822
FOODON:00003410,CHEBI:81828
FOODON:00003410,CHEBI:81848
FOODON:00003410,CHEBI:81899
FOODON:00003410,CHEBI:81907
