document_id	matched_term	object_label	object_id
2018	c	charm quark	CHEBI:36369
2019	tfa	trifluoroacetic acid	CHEBI:45892
2019	tfa	trifluoroacetate	CHEBI:27110
2019	18:3	conjugated linolenic acid	CHEBI:61160
2019	18:3	octadecatrienoic acid	CHEBI:25633
2019	t	ribothymidine	CHEBI:45996
2019	t	top quark	CHEBI:36371
2019	t	triton	CHEBI:29234
2020	pufa	polyunsaturated fatty acid anion	CHEBI:76567
2020	pufa	polyunsaturated fatty acid	CHEBI:26208
2020	20:3	fatty acid 20:3	CHEBI:36036
2020	c	charm quark	CHEBI:36369
2021	pufa	polyunsaturated fatty acid anion	CHEBI:76567
2021	pufa	polyunsaturated fatty acid	CHEBI:26208
2022	pufa	polyunsaturated fatty acid anion	CHEBI:76567
2022	pufa	polyunsaturated fatty acid	CHEBI:26208
2022	c	charm quark	CHEBI:36369
2023	pufa	polyunsaturated fatty acid anion	CHEBI:76567
2023	pufa	polyunsaturated fatty acid	CHEBI:26208
2023	c	charm quark	CHEBI:36369
2024	pufa	polyunsaturated fatty acid anion	CHEBI:76567
2024	pufa	polyunsaturated fatty acid	CHEBI:26208
2024	22:5	docosapentaenoic acid	CHEBI:61204
2024	c	charm quark	CHEBI:36369
2025	pufa	polyunsaturated fatty acid anion	CHEBI:76567
2025	pufa	polyunsaturated fatty acid	CHEBI:26208
2025	c	charm quark	CHEBI:36369
2026	pufa	polyunsaturated fatty acid anion	CHEBI:76567
2026	pufa	polyunsaturated fatty acid	CHEBI:26208
2026	20:2	icosadienoic acid	CHEBI:72850
2026	c	charm quark	CHEBI:36369
